genotype,elevation,Treatment,Tmin,tray,column,row,cell,cohort,plantID,label,freezing_date,freezing_OD,Germinated,Final_status,day_until_germination,day_of_death
283_15,2890,TempA,-17.2,2,18,D,18D,1,f_seed374A,f_seed374A_2_18D,10/12/22,285,0,0,99,NA
325_8,3530,TempA,-17.2,2,18,E,18E,1,f_seed375,f_seed375_2_18E,10/12/22,285,0,0,99,NA
325_8,3530,TempA,-17.2,2,18,E,18E,1,f_seed375A,f_seed375A_2_18E,10/12/22,285,0,0,99,NA
1_3,2989,TempA,-17.2,2,18,F,18F,1,f_seed376,f_seed376_2_18F,10/12/22,285,0,0,99,NA
1_3,2989,TempA,-17.2,2,18,F,18F,1,f_seed376A,f_seed376A_2_18F,10/12/22,285,0,0,99,NA
255_17,3342,TempA,-17.2,2,18,G,18G,1,f_seed377,f_seed377_2_18G,10/12/22,285,0,0,99,NA
255_17,3342,TempA,-17.2,2,18,G,18G,1,f_seed377A,f_seed377A_2_18G,10/12/22,285,0,0,99,NA
207_5,3219,TempA,-17.2,2,18,H,18H,1,f_seed378,f_seed378_2_18H,10/12/22,285,0,0,99,NA
207_5,3219,TempA,-17.2,2,18,H,18H,1,f_seed378A,f_seed378A_2_18H,10/12/22,285,0,0,99,NA
302_1,3511,TempA,-17.2,2,18,I,18I,1,f_seed379,f_seed379_2_18I,10/12/22,285,0,0,99,NA
302_1,3511,TempA,-17.2,2,18,I,18I,1,f_seed379A,f_seed379A_2_18I,10/12/22,285,0,0,99,NA
283_10,2890,TempA,-17.2,2,19,A,19A,1,f_seed381,f_seed381_2_19A,10/12/22,285,1,1,23,99
283_10,2890,TempA,-17.2,2,19,A,19A,1,f_seed381A,f_seed381A_2_19A,10/12/22,285,0,0,99,NA
1_3,2989,TempA,-17.2,2,19,B,19B,1,f_seed382,f_seed382_2_19B,10/12/22,285,0,0,99,NA
1_3,2989,TempA,-17.2,2,19,B,19B,1,f_seed382A,f_seed382A_2_19B,10/12/22,285,0,0,99,NA
83_1,2994,TempA,-17.2,2,19,C,19C,1,f_seed383,f_seed383_2_19C,10/12/22,285,0,0,99,NA
83_1,2994,TempA,-17.2,2,19,C,19C,1,f_seed383A,f_seed383A_2_19C,10/12/22,285,0,0,99,NA
157_3,3004,TempA,-17.2,2,19,D,19D,1,f_seed384,f_seed384_2_19D,10/12/22,285,0,0,99,NA
157_3,3004,TempA,-17.2,2,19,D,19D,1,f_seed384A,f_seed384A_2_19D,10/12/22,285,0,0,99,NA
200_1,3447,TempA,-17.2,2,19,F,19F,1,f_seed386,f_seed386_2_19F,10/12/22,285,1,1,7,99
200_1,3447,TempA,-17.2,2,19,F,19F,1,f_seed386A,f_seed386A_2_19F,10/12/22,285,1,1,12,99
255_7,3342,TempA,-17.2,2,19,G,19G,1,f_seed387,f_seed387_2_19G,10/12/22,285,0,0,99,NA
255_7,3342,TempA,-17.2,2,19,G,19G,1,f_seed387A,f_seed387A_2_19G,10/12/22,285,0,0,99,NA
257_2,2754,TempA,-17.2,2,19,H,19H,1,f_seed388,f_seed388_2_19H,10/12/22,285,1,1,6,99
257_2,2754,TempA,-17.2,2,19,H,19H,1,f_seed388A,f_seed388A_2_19H,10/12/22,285,0,0,99,NA
185_2,3411,TempA,-17.2,2,19,I,19I,1,f_seed389,f_seed389_2_19I,10/12/22,285,0,0,99,NA
185_2,3411,TempA,-17.2,2,19,I,19I,1,f_seed389A,f_seed389A_2_19I,10/12/22,285,0,0,99,NA
214_7,2694,TempA,-17.2,2,19,J,19J,1,f_seed390,f_seed390_2_19J,10/12/22,285,0,0,99,NA
214_7,2694,TempA,-17.2,2,19,J,19J,1,f_seed390A,f_seed390A_2_19J,10/12/22,285,0,0,99,NA
151_3,2975,TempA,-17.2,2,20,A,20A,1,f_seed391,f_seed391_2_20A,10/12/22,285,0,0,99,NA
151_3,2975,TempA,-17.2,2,20,A,20A,1,f_seed391A,f_seed391A_2_20A,10/12/22,285,0,0,99,NA
305_6,3604,TempA,-17.2,2,20,B,20B,1,f_seed392,f_seed392_2_20B,10/12/22,285,0,0,99,NA
305_6,3604,TempA,-17.2,2,20,B,20B,1,f_seed392A,f_seed392A_2_20B,10/12/22,285,0,0,99,NA
283_15,2890,TempA,-17.2,2,20,C,20C,1,f_seed393,f_seed393_2_20C,10/12/22,285,0,0,99,NA
283_15,2890,TempA,-17.2,2,20,C,20C,1,f_seed393A,f_seed393A_2_20C,10/12/22,285,0,0,99,NA
68_2,2904,TempA,-17.2,2,20,D,20D,1,f_seed394,f_seed394_2_20D,10/12/22,285,0,0,99,NA
68_2,2904,TempA,-17.2,2,20,D,20D,1,f_seed394A,f_seed394A_2_20D,10/12/22,285,0,0,99,NA
273_30,2710,TempA,-17.2,2,20,E,20E,1,f_seed395,f_seed395_2_20E,10/12/22,285,0,0,99,NA
273_30,2710,TempA,-17.2,2,20,E,20E,1,f_seed395A,f_seed395A_2_20E,10/12/22,285,0,0,99,NA
209_5,2721,TempA,-17.2,2,20,F,20F,1,f_seed396,f_seed396_2_20F,10/12/22,285,1,1,9,99
209_5,2721,TempA,-17.2,2,20,F,20F,1,f_seed396A,f_seed396A_2_20F,10/12/22,285,0,0,99,NA
199_1,3502,TempA,-17.2,2,20,G,20G,1,f_seed397,f_seed397_2_20G,10/12/22,285,0,0,99,NA
199_1,3502,TempA,-17.2,2,20,G,20G,1,f_seed397A,f_seed397A_2_20G,10/12/22,285,0,0,99,NA
273_37,2710,TempA,-17.2,2,20,H,20H,1,f_seed398,f_seed398_2_20H,10/12/22,285,1,1,17,99
273_37,2710,TempA,-17.2,2,20,H,20H,1,f_seed398A,f_seed398A_2_20H,10/12/22,285,1,1,21,99
156_2,2996,TempA,-17.2,2,20,I,20I,1,f_seed399,f_seed399_2_20I,10/12/22,285,1,1,12,99
156_2,2996,TempA,-17.2,2,20,I,20I,1,f_seed399A,f_seed399A_2_20I,10/12/22,285,0,0,99,NA
283_11,2890,TempB,-10.7,3,1,A,1A,1,f_seed401,f_seed401_3_1A,10/13/22,286,1,1,6,99
283_11,2890,TempB,-10.7,3,1,A,1A,1,f_seed401A,f_seed401A_3_1A,10/13/22,286,1,1,7,32
91_2,2910,TempB,-10.7,3,1,B,1B,1,f_seed402,f_seed402_3_1B,10/13/22,286,1,1,6,99
91_2,2910,TempB,-10.7,3,1,B,1B,1,f_seed402A,f_seed402A_3_1B,10/13/22,286,1,1,18,99
270_10,2553,TempB,-10.7,3,1,C,1C,1,f_seed403,f_seed403_3_1C,10/13/22,286,0,0,98,NA
270_10,2553,TempB,-10.7,3,1,C,1C,1,f_seed403A,f_seed403A_3_1C,10/13/22,286,0,0,98,NA
255_27,3342,TempB,-10.7,3,1,D,1D,1,f_seed404,f_seed404_3_1D,10/13/22,286,1,1,13,99
255_27,3342,TempB,-10.7,3,1,D,1D,1,f_seed404A,f_seed404A_3_1D,10/13/22,286,0,0,98,NA
262_3,2717,TempB,-10.7,3,1,E,1E,1,f_seed405,f_seed405_3_1E,10/13/22,286,1,1,11,32
262_3,2717,TempB,-10.7,3,1,E,1E,1,f_seed405A,f_seed405A_3_1E,10/13/22,286,1,1,11,99
102_3,3072,TempB,-10.7,3,1,F,1F,1,f_seed406,f_seed406_3_1F,10/13/22,286,1,1,11,99
102_3,3072,TempB,-10.7,3,1,F,1F,1,f_seed406A,f_seed406A_3_1F,10/13/22,286,0,0,98,NA
256_3,2735,TempB,-10.7,3,1,G,1G,1,f_seed407,f_seed407_3_1G,10/13/22,286,1,1,13,99
256_3,2735,TempB,-10.7,3,1,G,1G,1,f_seed407A,f_seed407A_3_1G,10/13/22,286,0,0,98,NA
283_10,2890,TempB,-10.7,3,1,H,1H,1,f_seed408,f_seed408_3_1H,10/13/22,286,1,1,16,99
283_10,2890,TempB,-10.7,3,1,H,1H,1,f_seed408A,f_seed408A_3_1H,10/13/22,286,0,0,98,NA
174_2,3252,TempB,-10.7,3,1,I,1I,1,f_seed409,f_seed409_3_1I,10/13/22,286,1,1,13,99
174_2,3252,TempB,-10.7,3,1,I,1I,1,f_seed409A,f_seed409A_3_1I,10/13/22,286,0,0,98,NA
47_1,2955,TempB,-10.7,3,1,J,1J,1,f_seed410,f_seed410_3_1J,10/13/22,286,1,1,5,99
47_1,2955,TempB,-10.7,3,1,J,1J,1,f_seed410A,f_seed410A_3_1J,10/13/22,286,0,0,98,NA
307_15,2714,TempB,-10.7,3,2,A,2A,1,f_seed411,f_seed411_3_2A,10/13/22,286,1,1,6,99
307_15,2714,TempB,-10.7,3,2,A,2A,1,f_seed411A,f_seed411A_3_2A,10/13/22,286,0,0,98,NA
86_2,2880,TempB,-10.7,3,2,B,2B,1,f_seed412,f_seed412_3_2B,10/13/22,286,1,1,7,99
86_2,2880,TempB,-10.7,3,2,B,2B,1,f_seed412A,f_seed412A_3_2B,10/13/22,286,0,0,98,NA
255_28,3342,TempB,-10.7,3,2,C,2C,1,f_seed413,f_seed413_3_2C,10/13/22,286,1,1,8,99
255_28,3342,TempB,-10.7,3,2,C,2C,1,f_seed413A,f_seed413A_3_2C,10/13/22,286,1,1,11,99
303_8,3570,TempB,-10.7,3,2,D,2D,1,f_seed414,f_seed414_3_2D,10/13/22,286,0,0,98,NA
303_8,3570,TempB,-10.7,3,2,D,2D,1,f_seed414A,f_seed414A_3_2D,10/13/22,286,0,0,98,NA
323_11,2734,TempB,-10.7,3,2,E,2E,1,f_seed415,f_seed415_3_2E,10/13/22,286,1,1,6,99
323_11,2734,TempB,-10.7,3,2,E,2E,1,f_seed415A,f_seed415A_3_2E,10/13/22,286,1,1,13,99
325_8,3530,TempB,-10.7,3,2,F,2F,1,f_seed416,f_seed416_3_2F,10/13/22,286,0,0,98,NA
325_8,3530,TempB,-10.7,3,2,F,2F,1,f_seed416A,f_seed416A_3_2F,10/13/22,286,0,0,98,NA
214_7,2694,TempB,-10.7,3,2,G,2G,1,f_seed417,f_seed417_3_2G,10/13/22,286,0,0,98,NA
214_7,2694,TempB,-10.7,3,2,G,2G,1,f_seed417A,f_seed417A_3_2G,10/13/22,286,0,0,98,NA
263_1,2795,TempB,-10.7,3,2,H,2H,1,f_seed418,f_seed418_3_2H,10/13/22,286,1,1,11,99
263_1,2795,TempB,-10.7,3,2,H,2H,1,f_seed418A,f_seed418A_3_2H,10/13/22,286,0,0,98,NA
328_5,3660,TempB,-10.7,3,2,I,2I,1,f_seed419,f_seed419_3_2I,10/13/22,286,1,1,11,99
328_5,3660,TempB,-10.7,3,2,I,2I,1,f_seed419A,f_seed419A_3_2I,10/13/22,286,1,1,11,99
212_13,3131,TempB,-10.7,3,2,J,2J,1,f_seed420,f_seed420_3_2J,10/13/22,286,1,1,5,99
212_13,3131,TempB,-10.7,3,2,J,2J,1,f_seed420A,f_seed420A_3_2J,10/13/22,286,0,0,98,NA
48_2,2951,TempB,-10.7,3,3,B,3B,1,f_seed422,f_seed422_3_3B,10/13/22,286,1,1,7,99
48_2,2951,TempB,-10.7,3,3,B,3B,1,f_seed422A,f_seed422A_3_3B,10/13/22,286,1,1,16,98
255_27,3342,TempB,-10.7,3,3,C,3C,1,f_seed423,f_seed423_3_3C,10/13/22,286,1,1,11,99
255_27,3342,TempB,-10.7,3,3,C,3C,1,f_seed423A,f_seed423A_3_3C,10/13/22,286,1,1,11,99
201_2,3352,TempB,-10.7,3,3,D,3D,1,f_seed424,f_seed424_3_3D,10/13/22,286,1,1,16,99
201_2,3352,TempB,-10.7,3,3,D,3D,1,f_seed424A,f_seed424A_3_3D,10/13/22,286,0,0,98,NA
270_18,2553,TempB,-10.7,3,3,E,3E,1,f_seed425,f_seed425_3_3E,10/13/22,286,0,0,98,NA
270_18,2553,TempB,-10.7,3,3,E,3E,1,f_seed425A,f_seed425A_3_3E,10/13/22,286,0,0,98,NA
95_10,2966,TempB,-10.7,3,3,F,3F,1,f_seed426,f_seed426_3_3F,10/13/22,286,0,0,98,NA
95_10,2966,TempB,-10.7,3,3,F,3F,1,f_seed426A,f_seed426A_3_3F,10/13/22,286,0,0,98,NA
322_1,2999,TempB,-10.7,3,3,G,3G,1,f_seed427,f_seed427_3_3G,10/13/22,286,1,1,13,99
322_1,2999,TempB,-10.7,3,3,G,3G,1,f_seed427A,f_seed427A_3_3G,10/13/22,286,1,1,16,99
98_7,3011,TempB,-10.7,3,3,H,3H,1,f_seed428,f_seed428_3_3H,10/13/22,286,0,0,98,NA
98_7,3011,TempB,-10.7,3,3,H,3H,1,f_seed428A,f_seed428A_3_3H,10/13/22,286,0,0,98,NA
107_4,3091,TempB,-10.7,3,3,I,3I,1,f_seed429,f_seed429_3_3I,10/13/22,286,1,1,5,98
107_4,3091,TempB,-10.7,3,3,I,3I,1,f_seed429A,f_seed429A_3_3I,10/13/22,286,1,1,6,99
250_14,3133,TempB,-10.7,3,3,J,3J,1,f_seed430,f_seed430_3_3J,10/13/22,286,0,0,98,NA
250_14,3133,TempB,-10.7,3,3,J,3J,1,f_seed430A,f_seed430A_3_3J,10/13/22,286,0,0,98,NA
270_3,2553,TempB,-10.7,3,4,A,4A,1,f_seed431,f_seed431_3_4A,10/13/22,286,1,1,20,99
270_3,2553,TempB,-10.7,3,4,A,4A,1,f_seed431A,f_seed431A_3_4A,10/13/22,286,0,0,98,NA
1_3,2989,TempB,-10.7,3,4,B,4B,1,f_seed432,f_seed432_3_4B,10/13/22,286,1,1,20,99
1_3,2989,TempB,-10.7,3,4,B,4B,1,f_seed432A,f_seed432A_3_4B,10/13/22,286,0,0,98,NA
214_7,2694,TempB,-10.7,3,4,C,4C,1,f_seed433,f_seed433_3_4C,10/13/22,286,0,0,98,NA
214_7,2694,TempB,-10.7,3,4,C,4C,1,f_seed433A,f_seed433A_3_4C,10/13/22,286,0,0,98,NA
250_28,3133,TempB,-10.7,3,4,D,4D,1,f_seed434,f_seed434_3_4D,10/13/22,286,0,0,98,NA
250_28,3133,TempB,-10.7,3,4,D,4D,1,f_seed434A,f_seed434A_3_4D,10/13/22,286,0,0,98,NA
283_15,2890,TempB,-10.7,3,4,E,4E,1,f_seed435,f_seed435_3_4E,10/13/22,286,1,1,7,99
283_15,2890,TempB,-10.7,3,4,E,4E,1,f_seed435A,f_seed435A_3_4E,10/13/22,286,0,0,98,NA
273_37,2710,TempB,-10.7,3,4,F,4F,1,f_seed436,f_seed436_3_4F,10/13/22,286,1,1,11,99
273_37,2710,TempB,-10.7,3,4,F,4F,1,f_seed436A,f_seed436A_3_4F,10/13/22,286,0,0,98,NA
270_26,2553,TempB,-10.7,3,4,G,4G,1,f_seed437,f_seed437_3_4G,10/13/22,286,0,0,98,NA
270_26,2553,TempB,-10.7,3,4,G,4G,1,f_seed437A,f_seed437A_3_4G,10/13/22,286,0,0,98,NA
305_6,3604,TempB,-10.7,3,4,H,4H,1,f_seed438,f_seed438_3_4H,10/13/22,286,1,1,13,99
305_6,3604,TempB,-10.7,3,4,H,4H,1,f_seed438A,f_seed438A_3_4H,10/13/22,286,0,0,98,NA
207_5,3219,TempB,-10.7,3,4,I,4I,1,f_seed439,f_seed439_3_4I,10/13/22,286,1,1,8,99
207_5,3219,TempB,-10.7,3,4,I,4I,1,f_seed439A,f_seed439A_3_4I,10/13/22,286,1,1,8,99
209_5,2721,TempB,-10.7,3,4,J,4J,1,f_seed440,f_seed440_3_4J,10/13/22,286,1,1,8,99
209_5,2721,TempB,-10.7,3,4,J,4J,1,f_seed440A,f_seed440A_3_4J,10/13/22,286,1,1,11,99
270_22,2553,TempB,-10.7,3,5,A,5A,1,f_seed441,f_seed441_3_5A,10/13/22,286,1,1,7,99
270_22,2553,TempB,-10.7,3,5,A,5A,1,f_seed441A,f_seed441A_3_5A,10/13/22,286,1,1,11,99
51_2,2929,TempB,-10.7,3,5,B,5B,1,f_seed442,f_seed442_3_5B,10/13/22,286,0,0,98,NA
51_2,2929,TempB,-10.7,3,5,B,5B,1,f_seed442A,f_seed442A_3_5B,10/13/22,286,0,0,98,NA
103_3,3113,TempB,-10.7,3,5,C,5C,1,f_seed443,f_seed443_3_5C,10/13/22,286,0,0,98,NA
103_3,3113,TempB,-10.7,3,5,C,5C,1,f_seed443A,f_seed443A_3_5C,10/13/22,286,0,0,98,NA
103_3,3113,TempB,-10.7,3,5,D,5D,1,f_seed444,f_seed444_3_5D,10/13/22,286,0,0,98,NA
103_3,3113,TempB,-10.7,3,5,D,5D,1,f_seed444A,f_seed444A_3_5D,10/13/22,286,0,0,98,NA
89_15,2869,TempB,-10.7,3,5,E,5E,1,f_seed445,f_seed445_3_5E,10/13/22,286,0,0,98,NA
89_15,2869,TempB,-10.7,3,5,E,5E,1,f_seed445A,f_seed445A_3_5E,10/13/22,286,0,0,98,NA
255_39,3342,TempB,-10.7,3,5,F,5F,1,f_seed446,f_seed446_3_5F,10/13/22,286,0,0,98,NA
255_39,3342,TempB,-10.7,3,5,F,5F,1,f_seed446A,f_seed446A_3_5F,10/13/22,286,0,0,98,NA
156_2,2996,TempB,-10.7,3,5,G,5G,1,f_seed447,f_seed447_3_5G,10/13/22,286,1,1,6,99
156_2,2996,TempB,-10.7,3,5,G,5G,1,f_seed447A,f_seed447A_3_5G,10/13/22,286,1,1,8,99
89_15,2869,TempB,-10.7,3,5,H,5H,1,f_seed448,f_seed448_3_5H,10/13/22,286,0,0,98,NA
89_15,2869,TempB,-10.7,3,5,H,5H,1,f_seed448A,f_seed448A_3_5H,10/13/22,286,0,0,98,NA
199_1,3502,TempB,-10.7,3,5,J,5J,1,f_seed450,f_seed450_3_5J,10/13/22,286,1,1,11,99
199_1,3502,TempB,-10.7,3,5,J,5J,1,f_seed450A,f_seed450A_3_5J,10/13/22,286,1,1,11,99
273_18,2710,TempB,-10.7,3,6,A,6A,1,f_seed451,f_seed451_3_6A,10/13/22,286,1,1,8,48
273_18,2710,TempB,-10.7,3,6,A,6A,1,f_seed451A,f_seed451A_3_6A,10/13/22,286,0,0,98,NA
250_28,3133,TempB,-10.7,3,6,B,6B,1,f_seed452,f_seed452_3_6B,10/13/22,286,0,0,98,NA
250_28,3133,TempB,-10.7,3,6,B,6B,1,f_seed452A,f_seed452A_3_6B,10/13/22,286,0,0,98,NA
102_3,3072,TempB,-10.7,3,6,C,6C,1,f_seed453,f_seed453_3_6C,10/13/22,286,1,1,16,98
102_3,3072,TempB,-10.7,3,6,C,6C,1,f_seed453A,f_seed453A_3_6C,10/13/22,286,0,0,98,NA
256_3,2735,TempB,-10.7,3,6,D,6D,1,f_seed454,f_seed454_3_6D,10/13/22,286,1,1,18,20
256_3,2735,TempB,-10.7,3,6,D,6D,1,f_seed454A,f_seed454A_3_6D,10/13/22,286,1,1,18,20
83_1,2994,TempB,-10.7,3,6,E,6E,1,f_seed455,f_seed455_3_6E,10/13/22,286,0,0,98,NA
83_1,2994,TempB,-10.7,3,6,E,6E,1,f_seed455A,f_seed455A_3_6E,10/13/22,286,0,0,98,NA
304_14,3673,TempB,-10.7,3,6,F,6F,1,f_seed456,f_seed456_3_6F,10/13/22,286,0,0,98,NA
304_14,3673,TempB,-10.7,3,6,F,6F,1,f_seed456A,f_seed456A_3_6F,10/13/22,286,0,0,98,NA
106_6,2925,TempB,-10.7,3,6,G,6G,1,f_seed457,f_seed457_3_6G,10/13/22,286,0,0,98,NA
106_6,2925,TempB,-10.7,3,6,G,6G,1,f_seed457A,f_seed457A_3_6G,10/13/22,286,0,0,98,NA
273_50,2710,TempB,-10.7,3,6,H,6H,1,f_seed458,f_seed458_3_6H,10/13/22,286,1,1,5,99
273_50,2710,TempB,-10.7,3,6,H,6H,1,f_seed458A,f_seed458A_3_6H,10/13/22,286,1,1,11,99
273_30,2710,TempB,-10.7,3,6,I,6I,1,f_seed459,f_seed459_3_6I,10/13/22,286,1,1,5,99
273_30,2710,TempB,-10.7,3,6,I,6I,1,f_seed459A,f_seed459A_3_6I,10/13/22,286,1,1,16,99
50_1,2934,TempB,-10.7,3,6,J,6J,1,f_seed460,f_seed460_3_6J,10/13/22,286,0,0,98,NA
50_1,2934,TempB,-10.7,3,6,J,6J,1,f_seed460A,f_seed460A_3_6J,10/13/22,286,0,0,98,NA
63_8,2960,TempB,-10.7,3,7,A,7A,1,f_seed461,f_seed461_3_7A,10/13/22,286,1,1,11,99
63_8,2960,TempB,-10.7,3,7,A,7A,1,f_seed461A,f_seed461A_3_7A,10/13/22,286,0,0,98,NA
201_2,3352,TempB,-10.7,3,7,B,7B,1,f_seed462,f_seed462_3_7B,10/13/22,286,0,0,98,NA
201_2,3352,TempB,-10.7,3,7,B,7B,1,f_seed462A,f_seed462A_3_7B,10/13/22,286,0,0,98,NA
283_22,2890,TempB,-10.7,3,7,C,7C,1,f_seed463,f_seed463_3_7C,10/13/22,286,1,1,8,99
283_22,2890,TempB,-10.7,3,7,C,7C,1,f_seed463A,f_seed463A_3_7C,10/13/22,286,0,0,98,NA
255_17,3342,TempB,-10.7,3,7,D,7D,1,f_seed464,f_seed464_3_7D,10/13/22,286,0,0,98,NA
255_17,3342,TempB,-10.7,3,7,D,7D,1,f_seed464A,f_seed464A_3_7D,10/13/22,286,0,0,98,NA
60_4,2977,TempB,-10.7,3,7,E,7E,1,f_seed465,f_seed465_3_7E,10/13/22,286,1,0,32,99
60_4,2977,TempB,-10.7,3,7,E,7E,1,f_seed465A,f_seed465A_3_7E,10/13/22,286,0,0,98,NA
180_5,3249,TempB,-10.7,3,7,F,7F,1,f_seed466,f_seed466_3_7F,10/13/22,286,0,0,98,NA
180_5,3249,TempB,-10.7,3,7,F,7F,1,f_seed466A,f_seed466A_3_7F,10/13/22,286,0,0,98,NA
283_10,2890,TempB,-10.7,3,7,G,7G,1,f_seed467,f_seed467_3_7G,10/13/22,286,1,1,7,99
283_10,2890,TempB,-10.7,3,7,G,7G,1,f_seed467A,f_seed467A_3_7G,10/13/22,286,1,0,20,99
302_1,3511,TempB,-10.7,3,7,H,7H,1,f_seed468,f_seed468_3_7H,10/13/22,286,1,1,22,98
302_1,3511,TempB,-10.7,3,7,H,7H,1,f_seed468A,f_seed468A_3_7H,10/13/22,286,0,0,98,NA
83_1,2994,TempB,-10.7,3,7,I,7I,1,f_seed469,f_seed469_3_7I,10/13/22,286,0,0,98,NA
83_1,2994,TempB,-10.7,3,7,I,7I,1,f_seed469A,f_seed469A_3_7I,10/13/22,286,0,0,98,NA
68_2,2904,TempB,-10.7,3,7,J,7J,1,f_seed470,f_seed470_3_7J,10/13/22,286,1,1,20,99
68_2,2904,TempB,-10.7,3,7,J,7J,1,f_seed470A,f_seed470A_3_7J,10/13/22,286,1,1,20,99
255_7,3342,TempB,-10.7,3,8,A,8A,1,f_seed471,f_seed471_3_8A,10/13/22,286,0,0,98,NA
255_7,3342,TempB,-10.7,3,8,A,8A,1,f_seed471A,f_seed471A_3_8A,10/13/22,286,0,0,98,NA
307_15,2714,TempB,-10.7,3,8,B,8B,1,f_seed472,f_seed472_3_8B,10/13/22,286,0,0,98,NA
307_15,2714,TempB,-10.7,3,8,B,8B,1,f_seed472A,f_seed472A_3_8B,10/13/22,286,0,0,98,NA
255_17,3342,TempB,-10.7,3,8,C,8C,1,f_seed473,f_seed473_3_8C,10/13/22,286,0,0,98,NA
255_17,3342,TempB,-10.7,3,8,C,8C,1,f_seed473A,f_seed473A_3_8C,10/13/22,286,0,0,98,NA
207_5,3219,TempB,-10.7,3,8,D,8D,1,f_seed474,f_seed474_3_8D,10/13/22,286,0,0,98,NA
207_5,3219,TempB,-10.7,3,8,D,8D,1,f_seed474A,f_seed474A_3_8D,10/13/22,286,0,0,98,NA
250_14,3133,TempB,-10.7,3,8,E,8E,1,f_seed475,f_seed475_3_8E,10/13/22,286,0,0,98,NA
250_14,3133,TempB,-10.7,3,8,E,8E,1,f_seed475A,f_seed475A_3_8E,10/13/22,286,0,0,98,NA
273_19,2710,TempB,-10.7,3,8,F,8F,1,f_seed476,f_seed476_3_8F,10/13/22,286,1,1,6,99
273_19,2710,TempB,-10.7,3,8,F,8F,1,f_seed476A,f_seed476A_3_8F,10/13/22,286,0,0,98,NA
78_2,3004,TempB,-10.7,3,8,G,8G,1,f_seed477,f_seed477_3_8G,10/13/22,286,1,1,16,99
78_2,3004,TempB,-10.7,3,8,G,8G,1,f_seed477A,f_seed477A_3_8G,10/13/22,286,0,0,98,NA
78_2,3004,TempB,-10.7,3,8,H,8H,1,f_seed478,f_seed478_3_8H,10/13/22,286,0,0,98,NA
78_2,3004,TempB,-10.7,3,8,H,8H,1,f_seed478A,f_seed478A_3_8H,10/13/22,286,0,0,98,NA
297B_7,3431,TempB,-10.7,3,8,I,8I,1,f_seed479,f_seed479_3_8I,10/13/22,286,1,1,7,99
297B_7,3431,TempB,-10.7,3,8,I,8I,1,f_seed479A,f_seed479A_3_8I,10/13/22,286,1,1,8,99
303_8,3570,TempB,-10.7,3,8,J,8J,1,f_seed480,f_seed480_3_8J,10/13/22,286,0,0,98,NA
303_8,3570,TempB,-10.7,3,8,J,8J,1,f_seed480A,f_seed480A_3_8J,10/13/22,286,0,0,98,NA
185_2,3411,TempB,-10.7,3,9,A,9A,1,f_seed481,f_seed481_3_9A,10/13/22,286,0,0,98,NA
185_2,3411,TempB,-10.7,3,9,A,9A,1,f_seed481A,f_seed481A_3_9A,10/13/22,286,0,0,98,NA
273_37,2710,TempB,-10.7,3,9,B,9B,1,f_seed482,f_seed482_3_9B,10/13/22,286,1,1,5,99
273_37,2710,TempB,-10.7,3,9,B,9B,1,f_seed482A,f_seed482A_3_9B,10/13/22,286,1,1,6,99
259_19,2760,TempB,-10.7,3,9,C,9C,1,f_seed483,f_seed483_3_9C,10/13/22,286,1,1,7,99
259_19,2760,TempB,-10.7,3,9,C,9C,1,f_seed483A,f_seed483A_3_9C,10/13/22,286,1,1,7,99
194_2,3108,TempB,-10.7,3,9,D,9D,1,f_seed484,f_seed484_3_9D,10/13/22,286,1,1,22,34
194_2,3108,TempB,-10.7,3,9,D,9D,1,f_seed484A,f_seed484A_3_9D,10/13/22,286,0,0,98,NA
213_1,2790,TempB,-10.7,3,9,E,9E,1,f_seed485,f_seed485_3_9E,10/13/22,286,0,0,98,NA
213_1,2790,TempB,-10.7,3,9,E,9E,1,f_seed485A,f_seed485A_3_9E,10/13/22,286,0,0,98,NA
266_4,2992,TempB,-10.7,3,9,F,9F,1,f_seed486,f_seed486_3_9F,10/13/22,286,0,0,98,NA
266_4,2992,TempB,-10.7,3,9,F,9F,1,f_seed486A,f_seed486A_3_9F,10/13/22,286,0,0,98,NA
269_20,2800,TempB,-10.7,3,9,G,9G,1,f_seed487,f_seed487_3_9G,10/13/22,286,1,1,6,99
269_20,2800,TempB,-10.7,3,9,G,9G,1,f_seed487A,f_seed487A_3_9G,10/13/22,286,0,0,98,NA
95_10,2966,TempB,-10.7,3,9,H,9H,1,f_seed488,f_seed488_3_9H,10/13/22,286,0,0,98,NA
95_10,2966,TempB,-10.7,3,9,H,9H,1,f_seed488A,f_seed488A_3_9H,10/13/22,286,0,0,98,NA
255_39,3342,TempB,-10.7,3,9,I,9I,1,f_seed489,f_seed489_3_9I,10/13/22,286,0,0,98,NA
255_39,3342,TempB,-10.7,3,9,I,9I,1,f_seed489A,f_seed489A_3_9I,10/13/22,286,0,0,98,NA
302_1,3511,TempB,-10.7,3,10,A,10A,1,f_seed491,f_seed491_3_10A,10/13/22,286,0,0,98,NA
302_1,3511,TempB,-10.7,3,10,A,10A,1,f_seed491A,f_seed491A_3_10A,10/13/22,286,0,0,98,NA
154_1,2992,TempB,-10.7,3,10,B,10B,1,f_seed492,f_seed492_3_10B,10/13/22,286,1,1,11,99
154_1,2992,TempB,-10.7,3,10,B,10B,1,f_seed492A,f_seed492A_3_10B,10/13/22,286,0,0,98,NA
